"UrbanRural","TotalIncomeLastYear","Race","TotalExpLastQ","log_TotalIncome","log_TotalExp","Rural"
1,130385,1,13800.6667,11.7782468911833,9.53247218157253,0
1,45796,1,3516.6,10.7319520300437,8.16524989271044,0
1,71416,1,4848.9333,11.1762772128592,8.48651402159726,0
1,25000,1,2091.75,10.1266311038503,7.64575631517571,0
1,114400,1,29697.75,11.6474563579278,10.2988265643453,0
1,118073,2,20295.1999,11.6790583562342,9.91813967894117,0
2,16720,1,3221.3333,9.72436088663869,8.0775506211588,1
1,27600,1,2187.4167,10.2255710517052,7.69047653750671,0
1,79000,1,10382.5666,11.2772031314492,9.24788339012435,0
1,311004,1,41608.7244,12.647561052815,10.6360651454148,0
1,55000,1,7182.7999,10.9150884642146,8.8794445442456,0
1,60000,6,5854.0499,11.0020998412042,8.6748889913016,0
1,14400,2,10241.3,9.57498348556409,9.23418384366063,0
1,21608,1,5008.3,9.98081889547245,8.51885181513911,0
1,3996,1,5654.1,8.29304913976844,8.64013622469069,0
1,13317,4,1327.6,9.49679669350214,7.19112807984582,0
1,55015,1,2485.4,10.915361154304,7.81818889137189,0
1,126088,1,9047.05,11.7447353548554,9.1101940167044,0
2,42316,1,9779.2667,10.6529205441067,9.18801978066765,1
1,102400,1,61157.3,11.5366419915875,11.0212045125675,0
1,42000,1,13340.4,10.6454248972655,9.49855230402757,0
1,132900,1,16590.75,11.7973522447013,9.71660059011924,0
1,19620,1,2001.8,9.88430473311935,7.60180205478492,0
1,54202,1,9159.5665,10.9004730871159,9.12255413122079,0
1,45000,1,7358.7501,10.7144177687525,8.90364537393174,0
1,61322,1,3350.75,11.0238939482399,8.11693948035861,0
1,6600,2,1712.25,8.79482492801452,7.44556357407801,0
1,246632,1,24545.6489,12.415652626095,10.1082898832989,0
1,91200,1,2732.3333,11.4208101760624,7.91291121178534,0
1,3692,2,6063.8499,8.21392359562274,8.71010017437733,0
1,95000,6,9635.4333,11.4616321705827,9.17320255129551,0
1,36671,1,7540.75,10.5097415309417,8.92807692555126,0
1,50000,1,11728.5,10.8197782844103,9.36977705623268,0
1,2000,2,2495.35,7.60090245954208,7.82218427890834,0
1,34092,1,2187.8,10.4368180316422,7.69065175168569,0
1,67000,1,14725.85,11.1124478983731,9.59735973181132,0
1,27840,1,814.2166,10.2342291144484,6.70222642397207,0
1,139216,1,11356.0333,11.8437819628058,9.33750444995912,0
1,45000,1,7475.1667,10.7144177687525,8.91934169901357,0
1,7000,6,3206.5501,8.85366542803745,8.07295090297957,0
2,73200,1,3275.35,11.2009506999494,8.09418001258814,1
1,55000,1,9616.6,10.9150884642146,9.17124605083509,0
1,43001,1,2415.1667,10.6689786502192,7.78952359061954,0
1,136800,1,6850.9167,11.8262752841706,8.83213774712005,0
1,131808,4,12780.2167,11.7891015972358,9.45565368396931,0
1,41000,1,9231.2999,10.6213273456864,9.13035515181687,0
1,43056,2,2493.9333,10.6702568729667,7.8216163816963,0
1,1608,1,3113.8,7.38274644973891,8.04359912425557,0
1,84915,1,21872.0489,11.3494060351389,9.99296479469642,0
1,27502,1,1767.7167,10.2220140082829,7.47744399280162,0
1,145209,1,6942.2667,11.885929362923,8.84538361400702,0
1,153008,1,12533.4912,11.9382454865893,9.43615963637523,0
1,334436,1,71634.5868,12.7202008099006,11.1793332921807,0
1,57400,1,12822.9334,10.9577995823077,9.45899051865322,0
1,52408,1,14476.6334,10.8668145304117,9.58029113890739,0
1,48719,1,6351.1,10.7938243767216,8.7563833052309,0
1,24128,1,5546.6666,10.0911282708077,8.62095241368786,0
1,30068,1,3662.1333,10.3112167622974,8.2058011254458,0
1,79480,1,12020.3501,11.2832606966658,9.39435633412094,0
1,30660,1,5140.4,10.3307141524258,8.54488617643299,0
1,62000,4,3047.3333,11.0348896640272,8.02202215928505,0
1,264386,1,28529.3368,12.4851654354821,10.2586881982311,0
1,15216,1,3674,9.63010278478517,8.20903626577507,0
1,77208,1,11257.4,11.254258357587,9.32878096916936,0
1,192000,1,22345,12.1652506510099,10.0143578613676,0
1,69308,1,2063.3833,11.1463156186307,7.63210229319551,0
1,40000,2,4785,10.5966347330961,8.47324130388705,0
1,1932,1,4909,7.56631101477246,8.49882553405805,0
1,54208,1,7199.6,10.9005837780117,8.88178074790532,0
1,40383,1,5207.2667,10.6061641833122,8.55781037136342,0
1,117201,4,12337.6001,11.6716456885119,9.420406797184,0
1,117000,4,12522.0001,11.6699292137799,9.4352423842912,0
1,58675,1,12284.2499,10.9797690207192,9.41607322489009,0
1,64000,1,8470.1333,11.0666383623418,9.04430152542073,0
1,36100,2,6588.1334,10.494048144321,8.79302534002999,0
1,212000,1,29113.8248,12.2643415536542,10.2789684193831,0
1,19776,6,2421.9333,9.89222436025742,7.79232138451004,0
1,62000,1,22427.2002,11.0348896640272,10.0180297958265,0
1,63727,1,9982.3001,11.0623636136086,9.20856881369305,0
1,29484,1,2069.1333,10.2916030223092,7.63488510292974,0
